Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Does the ""Artificial Intelligence Clinician"" learn optimal treatment strategies for sepsis in intensive care?","Jeter, Russell; Josef, Christopher; Shashikumar, Supreeth; Nemati, Shamim","From 2017 to 2018 the number of scientific publications found via PubMed search using the keyword ""Machine Learning"" increased by 46% (4,317 to 6,307). The results of studies involving machine learning, artificial intelligence (AI), and big data have captured the attention of healthcare practitioners, healthcare managers, and the public at a time when Western medicine grapples with unmitigated cost increases and public demands for accountability. The complexity involved in healthcare applications of machine learning and the size of the associated data sets has afforded many researchers an uncontested opportunity to satisfy these demands with relatively little oversight. In a recent Nature Medicine article, ""The Artificial Intelligence Clinician learns optimal treatment strategies for sepsis in intensive care,"" Komorowski and his coauthors propose methods to train an artificial intelligence clinician to treat sepsis patients with vasopressors and IV fluids. In this post, we will closely examine the claims laid out in this paper. In particular, we will study the individual treatment profiles suggested by their AI Clinician to gain insight into how their AI Clinician intends to treat patients on an individual level.",2019,,,,,,,,,#44,Jeter 2019,Exclusion reason: replication of existing study; Myura Nagendran (2022-01-18 02:07:15)(Select): replication study so technically should be excluded but can consider discussing alongside ai clinician; ,""
Predictors of septic shock in obstructive acute pyelonephritis,"Tambo, Mitsuhiro; Okegawa, Takatsugu; Shishido, Toshihide; Higashihara, Eiji; Nutahara, Kikuo","PURPOSE: Acute pyelonephritis (APN) with obstructive uropathy is not uncommon and often causes serious conditions including sepsis and septic shock. We assessed the risk factors for septic shock in patients with obstructive APN associated with upper urinary tract calculi., METHODS: We retrospectively studied 69 patients with obstructive APN associated with upper urinary tract calculi who were admitted to our hospital. Emergency drainage for decompression of the renal collecting system was performed for empirical treatment in cases of failure of initial treatment and for severe cases. We assessed the risk factors for septic shock by multivariate logistic regression analysis., RESULTS: Overall, 45 patients (65.2 %) underwent emergency drainage and 23 (33.3 %) patients showed septic shock. Poor performance status and the presence of diabetes mellitus (DM) in the septic shock group were more common than in the non-septic shock group (p = 0.012 and p = 0.011, respectively). The platelet count and serum albumin level in the septic shock group were significantly lower than in the non-septic shock group (p = 0.002 and p = 0.003, respectively). Positive rates of midstream urine culture and blood culture in the septic shock group were significantly higher than in the non-septic shock group (p = 0.022 and p = 0.001, respectively). Multivariate analysis showed that decreases in the platelet count (OR 5.43, p = 0.014) and serum albumin level (OR 5.88, p = 0.023) were independent risk factors for septic shock., CONCLUSION: Patients with obstructive APN associated with upper urinary tract calculi who have decreases in platelet count and serum albumin level should be treated with caution against the development of septic shock.",2014,,World journal of urology,32,3,803-811,,http://dx.doi.org/10.1007/s00345-013-1166-4,,#1980,Tambo 2014,Exclusion reason: Doesn't guide CV treatment; Finneas Catling (2022-01-26 03:18:56)(Select): I thought we discussed this paper before at a previous meeting? Need to check for duplicates once we've finished screening. I remember we said we'd include it because the odds ratios in Table 3 could be used for univariable prediction. ; Myura Nagendran (2022-01-18 02:29:31)(Select): personally I'd exclude this. grey area but it's more associational (these features associated with septic shock) rather than a prediction system. worth discussing when we meet; ,""
"Predictors of the response to vasopressin in ICU patients with norepinephrine-resistant hypotension: A single-center, retrospective study","Yasuda, Y.; Kasugai, D.; Nishikimi, M.; Higashi, M.; Yamamoto, T.; Ozaki, M.; Numaguchi, A.; Matsuda, N.","Introduction: Arginine vasopressin (AVP) can be used in addition to norepinephrine (NE) for NE-resistant septic shock. However, a subgroup who will response to AVP is unknown. The purpose of this study was to determine factors which could predict the response to AVP in patients with NE-resistant hypotension. Method(s): This was a single-center, retrospective analysis of patients who administered AVP for NE-resistant hypotension in our intensive care units (ICUs). Eligible patients were adult patients who administered AVP in addition to NE due to hypotension (mean arterial pressure (MAP) < 65) in our ICUs between August 2014 and December 2017. We divided all patients into two groups by response to AVP; responders and non-responders. The responders were defined as an increase of MAP >= 10 mmHg at 1h after AVP initiation. We conducted univariate and multivariate logistic regression analysis to evaluate the effect of variables on AVP response. Result(s): A total of 163 patients were included; 107 responders (66%), 56 non-responders (34%). There was no significant difference for MAP at the time of AVP initiation (51 vs 52 mmHg; p = 0.40), initiation dose of AVP (0.028 vs 0.031 U/min; p = 0.67), and dose of NE at the time of AVP initiation (0.18 vs 0.18 mu g/kg/min; p = 0.95). MAP at 1h after AVP initiation was significantly higher in responders than non-responders (74 vs 55 mmHg; p < 0.01). Responders were older (69 vs 66; p = 0.02) and had lower heart rate (HR) (99 vs. 108; p = 0.01) and lactate (3.2 vs. 4.8 mmol/L; p = 0.02) at the time of AVP initiation. The multivariate logistic analysis revealed that HR <= 103 (OR 2.56, 95% CI 1.29-5.10, p < 0.01), lactate <= 3 (OR 3.11, 95% CI 1.56-6.19, p < 0.01) and age >= 63 (OR 2.16, 95% CI 1.05-4.45, p = 0.04) were significantly associated with the response to AVP. Conclusion(s): HR, lactate levels and age before AVP initiation can predict the response to AVP in ICU patients with NE-resistant hypotension.",2019,,Critical Care,23,Supplement 2,,,http://dx.doi.org/10.1186/s13054-019-2358-0,,#3315,Yasuda 2019,Exclusion reason: Poster / oral presentation; ,""
Characterizing Fluid Response and Sepsis Progression in Emergency Department Patients,"Gu, Qiao; Prasad, Varesh; Heldt, Thomas","Sepsis and septic shock are major global public health concerns. The main therapies for sepsis-related hypotension are fluid resuscitation and vasopressor therapy, though it can be challenging to determine the amount of fluid that should be given or the optimal timing to transition to vasopressor administration. To characterize patients' response to fluid bolus therapy (FBT) and analyze the sepsis progress using multiple vital signs, we mined a database containing 761 patients presenting to the Emergency Department (ED) with vital signs and laboratory values indicating high risk of septic shock. By clustering the patients' mean arterial pressure (MAP) time series during a time window around FBT, we found that clusters showing fluid responsiveness during the two hours after FBT only included about 25% of studied boluses. In addition, MAP responses tended to vary based on the initial MAP level. We also found that the trajectories of heart rate and MAP in a 2-D plane demonstrated general trends related to the hemodynamic progression of sepsis and previously described phases of septic shock. Potentially compensatory and decompensatory responses of the cardiovascular system to the insults of sepsis were reflected in the clusters representative of different phases.",2019,,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference,2019,,510-513,,http://dx.doi.org/10.1109/EMBC.2019.8856521,,#3073,Gu 2019,Exclusion reason: No learnt component; Myura Nagendran (2022-01-18 02:24:11)(Select): suggest exclude. trial registration for prospective study. no protocol attached to trial entry; ,""
Machine learning in data abstraction: A computable phenotype for sepsis and septic shock diagnosis in the intensive care unit,"Dhungana, Prabij; Serafim, Laura Piccolo; Ruiz, Arnaldo Lopez; Bruns, Danette; Weister, Timothy J.; Smischney, Nathan Jerome; Kashyap, Rahul","BACKGROUND: With the recent change in the definition (Sepsis-3 Definition) of sepsis and septic shock, an electronic search algorithm was required to identify the cases for data automation. This supervised machine learning method would help screen a large amount of electronic medical records (EMR) for efficient research purposes., AIM: To develop and validate a computable phenotype via supervised machine learning method for retrospectively identifying sepsis and septic shock in critical care patients., METHODS: A supervised machine learning method was developed based on culture orders, Sequential Organ Failure Assessment (SOFA) scores, serum lactate levels and vasopressor use in the intensive care units (ICUs). The computable phenotype was derived from a retrospective analysis of a random cohort of 100 patients admitted to the medical ICU. This was then validated in an independent cohort of 100 patients. We compared the results from computable phenotype to a gold standard by manual review of EMR by 2 blinded reviewers. Disagreement was resolved by a critical care clinician. A SOFA score >= 2 during the ICU stay with a culture 72 h before or after the time of admission was identified. Sepsis versions as V1 was defined as blood cultures with SOFA >= 2 and Sepsis V2 was defined as any culture with SOFA score >= 2. A serum lactate level >= 2 mmol/L from 24 h before admission till their stay in the ICU and vasopressor use with Sepsis-1 and-2 were identified as Septic Shock-V1 and-V2 respectively., RESULTS: In the derivation subset of 100 random patients, the final machine learning strategy achieved a sensitivity-specificity of 100% and 84% for Sepsis-1, 100% and 95% for Sepsis-2, 78% and 80% for Septic Shock-1, and 80% and 90% for Septic Shock-2. An overall percent of agreement between two blinded reviewers had a k = 0.86 and 0.90 for Sepsis 2 and Septic shock 2 respectively. In validation of the algorithm through a separate 100 random patient subset, the reported sensitivity and specificity for all 4 diagnoses were 100%-100% each., CONCLUSION: Supervised machine learning for identification of sepsis and septic shock is reliable and an efficient alternative to manual chart review. Copyright ©The Author(s) 2019. Published by Baishideng Publishing Group Inc. All rights reserved.",2019,,World journal of critical care medicine,8,7,120-126,,https://dx.doi.org/10.5492/wjccm.v8.i7.120,,#4501,Dhungana 2019,Exclusion reason: Not for realtime use; Myura Nagendran (2022-01-18 01:13:08)(Select): agree retrospective; Finneas Catling (2021-11-25 23:04:12)(Screen): retrospective identification; ,""
"Closed-loop vasopressor controller robustness against variability in pharmacokinetics, pharmacodynamics, and infusion line delay","Rinehart, J.; Ma, M.; Calderon, M.; Joosten, A.; Cannesson, M.","Background: There is growing evidence that intraoperative hypotension, both cumulative time and degree, is associated with increased morbidity and mortality post-operatively. In the ICU, treatment of hypotension has long been a priority in patient management. In both settings, vasopressor drips are frequently used to maintain mean arterial pressure, but our own research has shown that titration of these drips is frequently suboptimal, with 30% of time spent > 20mm Hg above reasonable target MAP and 10% of time spend >10mm below reasonable target MAP. Automatic titration is a task easily managed by computer, and we have successfully demonstrated the feasibility of a novel closed-loop controller for this task. Individual patients may exhibit differences in both dose response and drug elimination, however, so safe performance of such a system must be demonstrated across a plausible range of possible pharmacokinetics and pharmacodynamics. We sought to establish whether the current controller would still operate safely given such variability. Method(s): Using a previously established and validated physiologic simulation model, we modified the response to a generic alpha-agonist agent modeled after phenylephrine to include randomization of: 1) Potency, with a range of 1/5x to 3x typical response. The drug was modeled with a convex response curve (decreasing impact with increasing dose) and a median-dose for 50% full potential effect (MD50) inflection point of 625 micrograms as baseline, with a range of 150 - 1500 in the randomization. 2) Drug clinical effect half-time. Baseline was set to 150 seconds, with randomization range set from 90 to 300 seconds. 3) Infusion delay: 0 to 60 seconds between 'infusion' of a dose and clinical effect. The closed-loop controller was run on a separate laptop using the network to communicate dose to the simulator and receive back vital signs data in return. 500 Monte Carlo runs per condition were used as a reasonable sample to assess overall performance. Performance across the runs was compared to no management and management in the ""optimal"" PK/PD patient (MD50=625, half-time of 150s, 10s infusion line delay). A 30-minute 3-stage sepsis/vasodilatory scenario was used as the testing condition. Controller target was set to 70mm Hg, with 'acceptable' performance permitted from 68-75 mmHg. Result(s): Performance results for each condition are shown in Table 1. Spaghetti plots of mean arterial pressure over time are shown in Figure 1. Higher infusion line-lag was found to be the biggest contributor to overshoot, and low patient responsiveness the largest contributor to undershoot. Discussion(s): The controller remained stable in all runs (convergent on target over time). Performance degradation was relatively minor in the Variable condition, with most error coming from being overtarget.",2018,,Anesthesia and Analgesia,127,1 Supplement 1,105-106,,,,#2881,Rinehart 2018,Exclusion reason: Poster / oral presentation; Paul Festor (2021-11-26 22:47:14)(Select): Couldn't find available full text online.; ,""
Ultrasound assessment of carotid flow time and volume in predicting fluid responsiveness in patients with sepsis,"Liteplo, Andrew S.; Gouker, Stacy; Ratanski, Daniel; Diamond, Eden; Shokoohi, Hamid; Schleifer, Jessica; Huang, Calvin K.; Marill, Keith A.; Filbin, Michael R.","Background and Objectives: An increasing amount of evidence supports the use of carotid flow time (CFTc) and volume (CFV) for detecting volume status in patients with hypovolemia. We sought to assess whether sequential ultrasound measurements of CFTc and CFV permit an accurate prediction of fluid responsiveness in patients with sepsis Methods: A prospective observational study was conducted in an academic Emergency Department over one year. Hypotensive (SBP<90) patients 'at risk' for sepsis (as defined by an ED Sepsis Screen Protocol) and in whom the plan was to treat with IV fluids were eligible for enrollment. IV fluid resuscitations and standard sepsis management were performed as routine clinical care. Ultrasound measurements of CBF and CFTc were performed at time zero and at two hours or upon completion of 30 mL/kg of IV fluid therapy. All ultrasound measurements were repeated after a passive leg raise (PLR) maneuver. Emergency physician sonographers were blinded to the clinical and laboratory findings. We recorded the correlation between sequential carotid flow measurements and inadequate fluid responsiveness defined as persistent hypotension requiring vasopressor administration within 12 hours of ED arrival. A Wilcoxon rank sum test and Lehmann Hodges median shift were used to compare interval data. Simple linear regression was used to assess correlation between interval data results Results: Among 69 patients the mean age was 66 years of age. 48% of patients were female. 36 patients were categorized as clinical fluid responders and 33 were non-responders. On the initial ultrasound, there was a significant increase in CFTc with PLR (9.7 ms, 95% CI 5.8 to 13.6). There was no significant change seen in CBF with PLR (3.3 mL/min, 95% CI -15.2 to 23.6). Change in CFTc and CFV, with or without PLR, were not predictive of fluid responsiveness (p=0.53 and 0.23 respectively). The changes in patient DELTACBF (p=0.74) and DELTACFTc (p=0.91) from initial ultrasound measurement to 2 hours were neither associated with the volume of weight-adjusted IVF administered nor with fluid responsiveness Conclusion(s): In patients with suspected sepsis, the lack of correlation between an increased CFTc and CFV and IV fluid volume suggested that it is unlikely that carotid flow parameters can determine patients who may benefit from further IV fluid therapy after initial fluid bolus.",2020,,Academic Emergency Medicine,27,Supplement 1,S95,,http://dx.doi.org/10.1111/acem.13961,,#3523,Liteplo 2020,Exclusion reason: Poster / oral presentation; ,""
Multimarker logistic regression models predict sepsis prior to onset of overt clinical symptoms,"Colon-Franco, J. M.; Anderson, D. A.; Litt, S.; Srinivasa Gowda, S.; Rice, T. W.; Wheeler, A. P.; Dupont, W. D.; Woodworth, A.","Background: Sepsis is a life-threatening condition characterized by systemic inflammatory response syndrome (SIRS) along with a documented infection. Rapid diagnosis and early initiation of therapy significantly reduces mortality, but diagnosis during early stages of disease is difficult because many clinical conditions present with SIRS. No single biochemical or clinical marker can accurately identify early sepsis among patients with SIRS. Objective(s): To develop prediction models able to identify sepsis up to two days before overt clinical presentation of SIRS in Medical Intensive Care Unit (MICU) patients and to compare their diagnostic utilities to the only FDA approved sepsis biomarker, procalcitonin (PCT) Methods: This retrospective cohort study enrolled 201 MICU patients with SIRS who were identified by an electronic system that scans electronic medical records (EMRs) and alerts when patients meet >=2 SIRS criteria (temperature >38degreeC or <36degreeC, heart rate >90 beats/min, respiratory rate >20 breaths/min and white cell count >12x109 or <4x104). Residual plasma specimens sent to the VUMC core laboratory for metabolic panels one and/or two days before SIRS criteria were met (Days -1 and -2) were utilized. The biomarkers TNFalpha, IL-6, IL-10, CRP and LBP were quantified on the Immulite 1000 (Siemens Healthcare Diagnostics) and Procalcitonin (PCT) was quantified using the B R A H M S PCT assay in the VIDAS analyzer (Biomerieux, Durham, NC). Patient demographics, clinical and laboratory values were obtained through review of EMRs. Two MICU physicians, blinded to the biomarkers results, adjudicated noninfectious SIRS or sepsis as follows: SIRS, n=109 and sepsis, n=92 (among these, 42 had septic shock). Three logistic regression models containing different combinations of biomarkers, demographics, and laboratory values collected one or two days prior to onset of SIRS were generated for prediction of sepsis or septic shock; Model 1: baseline demographics, routine laboratory and clinical values, Model 2: highest concentration of biomarkers (days -1 and -2), and Model 3: combination of models 1 and 2. Areas under receiver operator characteristic (ROC) curves (AUCs) were used to evaluate the diagnostic strength of the models and of the highest concentration of PCT on days -1 and -2. Result(s): The AUCs for PCT for the prediction of sepsis and septic shock before SIRS were 0.67 (p<0.0001) and 0.70 (p=0.0001), respectively. The AUCs for Models 1, 2 and 3 to predict sepsis before SIRS were 0.74 (p=0.0001), 0.77 (p<0.0001), and 0.81 (p<0.0001), respectively. The AUCs for Models 1, 2, and 3 to predict septic shock before SIRS were 0.76 (p=0.001), 0.82 (p<0.0001), and 0.87 (p<0.0001), respectively. Combining Models 1 and 2 significantly improved the individual diagnostic utilities of the models to predict early sepsis and shock (p=0.02 and p=0.001). Conclusion(s): Logistic regression models combining plasma inflammatory biomarkers, demographics, and laboratory values collected before patients develop overt clinical symptoms accurately predict sepsis in MICU patients. These models demonstrated superior diagnostic utility compared to baseline demographics and laboratory values as well as PCT for early prediction of sepsis and septic shock.",2013,,Clinical Chemistry,59,10 SUPPL. 1,A121,,,,#1690,Colon-Franco 2013,Exclusion reason: Poster / oral presentation; Paul Festor (2021-11-26 22:54:54)(Select): Couldn't find freely available full text online.; ,""
301 Use of Transfer Learning to Improve External Validity of a Machine-Learning Algorithm to Predict Septic Shock in the Emergency Department,"Wardi, G.; Shashikumar, S.; Carlile, M.; Krak, M.; Hayden, S.; Holder, A.; Nemati, S.","Study Objectives: Machine-learning (ML) algorithms have previously been shown to improve detection of sepsis over traditional models. Transfer learning, a new subset of ML, allows for generalizability of an algorithm at distinct clinical sites, improving external validity. We aim to validate the use of a ML algorithm for the prediction of delayed septic shock of patients with sepsis in the emergency department (ED) at a large university system and then demonstrate the ability of transfer learning to improve external validity at a geographically distinct second clinical location. Method(s): 2 academic hospital systems using patients encounters between 2014 and 2019. Types of Participants: Over 180,000 adult (age >= 18) patients who were admitted to the hospital from the ED were evaluated for sepsis. Cases of sepsis (using either ""Sepsis 3"" international consensus definition or severe sepsis using the Center for Medicare and Medicaid Services (CMS) definition) were identified via automated abstraction. Septic shock was defined as the earliest point a patient met criteria for sepsis and a titratable vasoactive medication was initiated. Patients were excluded if they were discharged from the ED, had an ED length of stay < 3 hours, or developed shock within 4 hours of ED triage. Design(s): Observational cohort study using data from electronic health record data from ED patient encounters using multiple definitions of sepsis. We used a Weibull-Cox proportional hazards model (the ML algorithm) to predict delayed septic shock at varying prediction windows (up to 36 hours prior to the event) using 40 commonly available input features consisting of vital signs and laboratory results easily available to the end-user. Data from hospital system A (the ""development"" site) was used for model training and hospital system B (the ""validation"" site) was used to evaluate the ML algorithm at a second site. During external validation at hospital system B, the pre-trained ML algorithm derived from data at the development site was fine-tuned on the training subset at the validation site, using 20 iterations of a gradient descent algorithm (transfer learning) to demonstrate generalizability of the algorithm. Result(s): 18,499 patients met criteria for CMS severe sepsis at the development site and 6,409 at the validation site, of which 364 (4.3%) and 358 (5.9%) developed septic shock at least 4 hours after ED triage. The ML algorithm demonstrated an excellent area under the receiver operator curve (AUCroc) (>0.8) at 8 and 12 hours after initial ED triage for identification of patients who developed delayed septic shock at the development site. The use of transfer learning improved the ability to predict delayed septic shock by 12 hours from an AUCroc of 0.778 (sensitivity 0.85, specificity 0.549) to an AUCroc of 0.850 (sensitivity 0.85, specificity 0.678). We found similar results using the definition of sepsis provided by the most recent international guidelines for the diagnosis of sepsis. Conclusion(s): Approximately 5% of patients in the ED with severe sepsis progressed to septic shock at least 4 hours after initial triage. Our ML algorithm had an excellent AUCroc (>0.8) up to 12 hours for the detection of delayed septic shock up to 12 hours in advance at the development site. The use of transfer learning was able to improve the test characteristics of the algorithm at a second clinical site.Copyright © 2020",2020,,Annals of Emergency Medicine,76,4 Supplement,S116,,http://dx.doi.org/10.1016/j.annemergmed.2020.09.316,,#3665,Wardi 2020,Exclusion reason: Lacks detail for definite inclusion; ,""
Prediction of sepsis-induced worsening of hemodynamics 6 hours in advance through machine learning,"Angelotti, G.; Falini, S.; Greco, M.; Cecconi, M.; Morandini, P.; Barbieri, R.; Chiti, A.","INTRODUCTION. Hemodynamic status of critically ill patients typically declines during sepsis and requires vasopressor support. Machine learning models have been recently implemented for a variety of ICU tasks with considerable success. A model capable of forecasting hemodynamic changes of septic patients could be critical in stratifying clinical intervention. Along this rationale, we hypothesize that the most predictive features would be those related to heart rate and blood pressure measurements, i.e. systolic (SP), diastolic (DP), mean (MP), or pulse pressure (PP). OBJECTIVES. The purpose of the analysis was to create a prediction model for worsening of hemodynamic status in septic patients by using data from the first 6 hours after ICU admission. METHODS. Data was pooled from the Medical Information Mart for Intensive Care III (MIMIC-III)(1) database. Patients in the 18-89 age range fulfilling the international consensus sepsis-3 criteria(2,3) were included. An increment of vasopressor equivalents (VPE) above 0.2 mcg/kg/min over the following 6 hours was chosen as indication of worsening of hemodynamic status. Firstly, a ?null? logistic regression model using clinical data relative to the first 6 hours of ICU stay was trained to formulate predictions. Secondly, SP, DP, MP and PP were each integrated in the model and assessed for performance. Finally, a model with all pressure measurements was built and a feature selection process (LASSO) was run to yield only the most indicative. Performance was evaluated using the area under the receiver operator characteristic curve (AUC), recall and F1 score. RESULTS. 5778 ICU stays were evaluated, of which 4370 (76%) do not receive vasopressors in the first 6 hours. The described increment in VPE was observed in 402 (6.9%) patients. Despite thelow prevalence, the models achieved moderate performance. The addition of any pressure measurement only slightly improved the AUC of the null model (0.84 vs 0.82) while it did improve recall, especially when using MP (0.83 vs 0.75). In all models, Glasgow coma scale and peripheral oxygen saturation were the the highest graded features; SP was also particularly highly ranked in its model, and MP and PP in an intermediate fashion. Likewise, the LASSO model selected SP as the most predictive feature. CONCLUSION. Increment of vasopressor dose, as a marker of worsening of hemodynamic status, could be predicted 6 hours in advance using clinical data with moderate accuracy. SP was revealed as the most predictive of all pressure measurements, although it did not markedly improve accuracy of the model itself. (Figure Presented) .",2019,,Intensive Care Medicine Experimental,7,Supplement 3,,,http://dx.doi.org/10.1186/s40635-019-0265-y,,#2975,Angelotti 2019,Exclusion reason: Poster / oral presentation; Finneas Catling (2021-11-27 00:36:55)(Select): example exclusion; ,""
Mathematical modeling of community-acquired pneumonia patients,"Sarkar, J.; Marathe, D. D.; Inglis, A. M.; Hurst, K. W.; Chang, S.; Kellum, J. A.; Angus, D. C.; Vodovotz, Y.","Introduction Sepsis is defined by the systemic response to an infection, governed by dynamic interactions between the tissues, immune cells and inflammatory mediators. We used the Immunetrics platform to build a large-scale mathematical model that encompasses these biological components. The model incorporates a virtual clinician, an automated system to examine simulated patients' status at clinically relevant intervals and administer standard of care interventions as necessary, thereby altering the dynamics of the disease state. The model reproduces many characteristics of systemic response to an infection, including the time course of cytokines, coagulation factors, clinical markers, early and late organ failure, and early versus late deaths. Methods The ordinary differential equation-based model was used to simulate the progression of sepsis over a 30-day hospital stay. This model was fit to published human endotoxemia data as well as data from severely septic community-acquired pneumonia (CAP) patients from the GenIMS study. The model was fit to 15 biomarkers and clinical markers, including mean arterial pressure, PaO2, creatinine, TNFalpha, IL-6, and PAI-1. Results Figure 1 illustrates simulated output as compared with the median time course data for surviving CAP patients without comorbidities and for CAP patients without co-morbidities who died between 4 and 8 days after admission. After incorporating changes in physiological and immune function due to patient demographics and co-morbidities (for example, COPD, cardiovascular disease), a handful of parameters were changed to fit the model to median time course data from 14 subgroups. These parameters included pathogen virulence, effectiveness of antibiotics, baseline status of patients at study inclusion, and occurrence of secondary infection. By overlaying variations in the above parameters about the median model, the model can encompass the entire spectrum of patients observed in the GenIMS study. The virtual clinician administers individualized treatment for each simulated patient. The model simulations provide clear evidence of changes in disease progression as a function of differences in treatment. Conclusions The ability of our model to reproduce a large variety of patients with a relatively small number of parameter changes illustrates the robustness of the underlying biological processes being modeled. The model may help identify real signals in immensely variable and noisy multidimensional sepsis patient data, and distinguish real patient responses from clinical study-siterelated variability. This model is currently undergoing further validation. Future capabilities include assessment of risk and benefit of new drugs for sepsis or new treatment strategies (for example, early goal-directed therapy) in different patient cohorts.",2009,,Critical Care,13,SUPPL. 4,S23,,http://dx.doi.org/10.1186/cc8105,,#1288,Sarkar 2009,"Exclusion reason: Non-routinely-collected data; Matthieu Komorowski (2021-12-11 00:34:18)(Select): simulation, non-routine data (cytolkines); ",""
"""The Human Body is a Black Box"": Supporting Clinical Decision-Making with Deep Learning","Sendak, Mark; Elish, Madeleine; Gao, Michael; Futoma, Joseph; Ratliff, William; Nichols, Marshall; Bedoya, Armando; Balu, Suresh; O'Brien, Cara","Machine learning technologies are increasingly developed for use in healthcare. While research communities have focused on creating state-of-the-art models, there has been less focus on real world implementation and the associated challenges to accuracy, fairness, accountability, and transparency that come from actual, situated use. Serious questions remain under examined regarding how to ethically build models, interpret and explain model output, recognize and account for biases, and minimize disruptions to professional expertise and work cultures. We address this gap in the literature and provide a detailed case study covering the development, implementation, and evaluation of Sepsis Watch, a machine learning-driven tool that assists hospital clinicians in the early diagnosis and treatment of sepsis. We, the team that developed and evaluated the tool, discuss our conceptualization of the tool not as a model deployed in the world but instead as a socio-technical system requiring integration into existing social and professional contexts. Rather than focusing on model interpretability to ensure a fair and accountable machine learning, we point toward four key values and practices that should be considered when developing machine learning to support clinical decision-making: rigorously define the problem in context, build relationships with stakeholders, respect professional discretion, and create ongoing feedback loops with stakeholders. Our work has significant implications for future research regarding mechanisms of institutional accountability and considerations for designing machine learning systems. Our work underscores the limits of model interpretability as a solution to ensure transparency, accuracy, and accountability in practice. Instead, our work demonstrates other means and goals to achieve FATML values in design and in practice.",2019,,,,,,,,,#57,Sendak 2019,Exclusion reason:  Predicts sepsis / severe sepsis; Finneas Catling (2022-01-26 03:00:42)(Select): Just predicts risk of sepsis (not septic shock) and recommends same protocolised treatment for all; ,""
Enrollment into a time sensitive clinical study in the critical care setting: results from computerized septic shock sniffer implementation,"Herasevich, Vitaly; Pieper, Matthew S.; Pulido, Juan; Gajic, Ognjen","OBJECTIVE: Recruitment of patients into time sensitive clinical trials in intensive care units (ICU) poses a significant challenge. Enrollment is limited by delayed recognition and late notification of research personnel. The objective of the present study was to evaluate the effectiveness of the implementation of electronic screening (septic shock sniffer) regarding enrollment into a time sensitive (24 h after onset) clinical study of echocardiography in severe sepsis and septic shock., DESIGN: We developed and tested a near-real time computerized alert system, the septic shock sniffer, based on established severe sepsis/septic shock diagnostic criteria. A sniffer scanned patients' data in the electronic medical records and notified the research coordinator on call through an institutional paging system of potentially eligible patients., MEASUREMENT: The performance of the septic shock sniffer was assessed., RESULTS: The septic shock sniffer performed well with a positive predictive value of 34%. Electronic screening doubled enrollment, with 68 of 4460 ICU admissions enrolled during the 9&emsp14;months after implementation versus 37 of 4149 ICU admissions before sniffer implementation (p<0.05). Efficiency was limited by study coordinator availability (not available at nights or weekends)., CONCLUSIONS: Automated electronic medical records screening improves the efficiency of enrollment and should be a routine tool for the recruitment of patients into time sensitive clinical trials in the ICU setting.",2011,,Journal of the American Medical Informatics Association : JAMIA,18,5,639-44,,https://dx.doi.org/10.1136/amiajnl-2011-000228,,#4115,Herasevich 2011,Exclusion reason: No learnt component; Myura Nagendran (2022-01-18 01:08:13)(Select): rule based septic shock detection rather than prediction based on data patterns. ; ,""
